spam,Anybody who subscribes to me will get 10 subscribers•ÈÀ
spam,http://thepiratebay.se/torrent/6381501/Timothy_Sykes_Collection•ÈÀ
spam,"My videos are half way decent, check them out if you want.•ÈÀ"
ham,"they said this video are not deserve 2billion views , while they keep  visiting it to watch the viewer . •ÈÀ"
spam,subscribe to itz recaps and above diddle•ÈÀ
ham,Screw this Chinese crap i dont even understand what he is saying. Why isn't  he speaking English like everyone should?•ÈÀ
spam,need money?Enjoy https://www.tsu.co/emerson_zanol•ÈÀ
spam,Sub to my channel visuelgamingzNL I sub back•ÈÀ
spam,please subscribe i am a new youtuber and need help please subscribe and i  will subscribe back :D hoppa HOPPA GaNgAm StYlE•ÈÀ
spam,sub me if you dont like the song•ÈÀ
ham,This is a weird video.•ÈÀ
ham,8 million likes xD even the subscribers not 8 million xD•ÈÀ
spam,EHI GUYS CAN YOU SUBSCRIBE IN MY CHANNEL? I AM A NEW YOUTUBER AND I PLAY  MINECRAFT THANKS GUYS!... SUBSCRIBE!•ÈÀ
spam,Hi everyone! Do you like music? Then why not check out my music channel.  The LEXIS band will be uploading their own songs and covers soon so don't  miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one  click. -&gt;•ÈÀ
ham,This song never gets old love it.•ÈÀ
spam,gofundme.com/grwmps•ÈÀ
spam,"Hey guys please check out my new Google+ page it has many funny pictures,  FunnyTortsPics  https://plus.google.com/112720997191206369631/post•ÈÀ"
ham,#2012bitches•ÈÀ
ham,Made in china....•ÈÀ
ham,5 milions comentars and 2 bilion views•ÈÀ
ham,It is 0 zero•ÈÀ
ham,Mix - PSY - GANGNAM STYLE (ê¡¥‘â¬“__’ÄÛ“ù_) M/V: PSY - GANGNAM STYLE (ê¡¥‘â¬“__’ÄÛ“ù_) M/V•ÈÀ
ham,This has had over 2 billion views.  Holy shit.•ÈÀ
ham,"how can there be 2.124.821.694 views, when im the only person alive after  the zombie apocalypse - greetings, spoderman :)•ÈÀ"
spam,Suscribe my channel please•ÈÀ
ham,"2,124923004 wiews... wow•ÈÀ"
spam,guys please subscribe me to help my channel grow please guys•ÈÀ
ham,Great music anyway•ÈÀ
ham,PSY - GANGNAM STYLE (ê¡¥‘â¬“__’ÄÛ“ù_) M/V: http://youtu.be/9bZkp7q19f0•ÈÀ
ham,"so crazy, over 2 billion views, not US, not Uk, its Korea republic, its  asia•ÈÀ"
spam,Discover a beautiful song of A young Moroccan     http://www.linkbucks.com/AcN2g•ÈÀ
spam,"Like getting Gift cards..but hate spending the cash.... Try Juno Wallet !!! At Juno Wallet you can earn money for gift cards such as ; Nike, Gamestop,  Amazon , Ebay Etc &amp; its easy  Earn money by doing simple task like watching videos..downloading apps &amp;  you can even earn money by inviting your friends to join...its free for  signup Sign up today &amp; use promo code BD3721315•ÈÀ"
ham,Can somebody wake me up when we get to 3 billion views.•ÈÀ
ham,PSY GOT LOTS  OF MONEY FROM YOUTUBE THAT HE GOT FROM 2 BILLION VIEWS THIS  IS THE MOST VIEWS IN THE WORLD :D•ÈÀ
ham,Justin bieber = gay •ÈÀ
ham,You gotta say its funny. well not 2 billion worth funny but still. It  clicked and everything went uphill. At least you don't have JB's shit on  #1.•ÈÀ
ham,‰ù_•üè ‰ù_•üè ‰ù_•üè ‰ù_•üè ‰ù_•üè‰ù_•üè‰ù_•üè‰ù_•üè•ÈÀ
ham,"Ahhh, 2 years ago....•ÈÀ"
spam,"Dance dance,,,,,Psy  http://www.reverbnation.com/msmarilynmiles•ÈÀ"
spam,"check out ""starlitnightsky"" channel to see epic videos•ÈÀ"
spam,https://www.tsu.co/KodysMan plz ^^•ÈÀ
ham,Stupid people... this video doesnt have 2 billion visits. Have 2 thousands  millions•ÈÀ
spam,http://www.gcmforex.com/partners/aw.aspx?Task=JoinT2&amp;AffiliateID=9107•ÈÀ
spam,check men out i put allot of effort into my music but unfortunatly not many  watch it•ÈÀ
spam,pls http://www10.vakinha.com.br/VaquinhaE.aspx?e=313327 help me get vip gun  cross fire al•ÈÀ
spam,Add me here...https://www.facebook.com/TLouXmusic•ÈÀ
spam,CHECK MY CHANNEL OUT PLEASE. I DO SINGING COVERS•ÈÀ
ham,I think this is now a place to promote channels in the comment section lol.•ÈÀ
spam,Get free gift cards and pay pal money!•ÈÀ
spam,Check out pivot animations in my channel•ÈÀ
spam,Follow me on twitter &amp; IG : __killuminati94•ÈÀ
spam,Check me out I'm all about gaming •ÈÀ
ham,Oppa! Yeah! Best Song!•ÈÀ
spam,More... http://www.sunfrogshirts.com/Sunglass-World.html?24398•ÈÀ
spam,https://www.facebook.com/teeLaLaLa•ÈÀ
spam,http://www.twitch.tv/zxlightsoutxz•ÈÀ
spam,reminds me of this song https://soundcloud.com/popaegis/wrenn-almond-eyes•ÈÀ
spam,What free gift cards? Go here  http://www.swagbucks.com/p/register?rb=13017194•ÈÀ
spam,"Search ""Chubbz Dinero - Ready Or Not "" Thanks •ÈÀ"
spam,Follow me on Twitter @mscalifornia95•ÈÀ
ham,_Ù÷Ç_Ù÷Ò_Ù÷è_Ù÷»_Ù÷Ó_Ù÷__Ù÷Î_Ù÷__Ù÷__Ù÷__Ù÷÷_Ù÷ª_Ù÷Ñ_Ù÷Ü_Ù÷ù_Ù÷Ï_Ù÷__Ù÷ç_Ù÷Õ_Ù÷__Ù÷á_Ù÷__Ù÷µ_Ù÷__Ù÷__Ù÷±_Ù÷Ù_Ù÷¡_Ù÷©_Ù÷¬_Ù÷__Ù÷__Ù÷´_Ù÷__Ù÷£_Ù÷¨_Ù÷«_Ù÷¢_Ù÷Á_Ù÷Ê_Ù÷Â_Ù÷¥_Ù÷Ô_Ù÷ê_Ù÷ø_Ù÷ä_Ù÷ö_Ù÷à_Ù÷ _Ù÷É_Ù÷ã_Ù÷Ä_Ù÷â_Ù÷Å_Ù÷Û_Ù÷_‰÷_  every single types of face on earth•ÈÀ
ham,‰_Â‰_Â‰_Â‰_Â‰_Â‰_Â‰_Â‰_Â‰_Â‰_Âˆ¨Ïó©ó_ó©ˆ¨Ï‰_Â‰_Â‰_Â‰_Â‰_Â‰_Â‰_Â‰_Â •__•_Á•__•_¨ •_«•_¬•_©•__ •_£•_ø•__•__•_´•_¨•_« •_©•__ •__•_Á•_¨•_£Y ‰_Â‰_Â‰_Â‰_Â‰_Â‰_Â‰_Â‰_Â‰_Â‰_Âˆ¨Ïó©ó_ó©ˆ¨Ï‰_Â‰_Â‰_Â‰_Â‰_Â‰_Â‰_Â‰_Â•ÈÀ
spam,CHECK MY CHANNEL FOR MY NEW SONG 'STATIC'!! YOU'LL LOVE IT!!•ÈÀ
spam,Incmedia.org where the truth meets you.•ÈÀ
spam,look at my channel i make minecraft pe lets play •ÈÀ
ham,I found out this song now•ÈÀ
ham,2 BILLION!!!•ÈÀ
ham,Song name??•ÈÀ
spam,please like : http://www.bubblews.com/news/9277547-peace-and-brotherhood•ÈÀ
spam,hey again if you guys wouldnt mind chacking out my rap give it like and il  giver 3 of your vids a like•ÈÀ
spam,http://www.amazon.co.uk/gp/offer-listing/B00ECVF93G/sr=8-2/qid=1415297812/ref=olp_tab_refurbished?ie=UTF8&amp;condition=refurbished&amp;qid=1415297812&amp;sr=8-2 •ÈÀ
ham,"The most watched video on YouTube is Psy‰Ûªs ‰ÛÏGangnam Style‰Ûù, with 2.1  billion views. PSY - GANGNAM STYLE (ê¡¥‘â¬“__’ÄÛ“ù_) M/V•ÈÀ"
spam,Subscribe to me and I'll subscribe back!!!•ÈÀ
spam,http://flipagram.com/f/LUkA1QMrhF•ÈÀ
spam,For Christmas Song visit my channel! ;)•ÈÀ
spam,http://www.gofundme.com/gvr7xg•ÈÀ
spam,Subscribe to me i subscribe back!!!! Plus i have a nice ass lol•ÈÀ
spam,https://www.change.org/p/facebook-twitter-youtube-do-not-censor-julien-blanc •ÈÀ
spam,https://soundcloud.com/jackal-and-james/wrap-up-the-night•ÈÀ
spam,https://www.surveymonkey.com/s/CVHMKLT•ÈÀ
spam,Please give us a chance and check out the new music video on our channel!  You won't be disappointed.•ÈÀ
spam,Please subscribe to me•ÈÀ
ham,"This is the best, funny and viral video of history (youtube) THE TRUE•ÈÀ"
spam,Please check out my vidios•ÈÀ
ham,OPPA GANGNAM STYLE!!!•ÈÀ
ham,"The funny thing is, 1,700,000,000 of the views are spam bots. I mean c'mon  2 BILLION views? BS!•ÈÀ"
ham,OPPA &lt;3•ÈÀ
ham,It's so funny it's awesomeness lol aaaaaaa sexy lada_Ù÷â•ÈÀ
ham,most viewed video in the world•ÈÀ
ham,I'm here to check the views.. holy shit•ÈÀ
ham,"Dear person reading this, You are beautiful and loving Have a great day•ÈÀ"
spam,http://www.ermail.pl/dolacz/V3VeYGIN CLICK  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN  http://www.ermail.pl/dolacz/V3VeYGIN•ÈÀ
spam,Have you tried a new social network TSU? This new social network has a  special thing.You can share the posts as well as on fb and twitter and even  to'll get paid You can registr here:  https://www.tsu.co/WORLDWIDE_LIFE•ÈÀ
ham,The Guy in the yellow suit kinda looks like Jae-suk •ÈÀ
spam,"People, here is a new network like FB...you register also free, the  difference is only that you get paid for sharing, commenting and liking  posts and so one...don't waste your time on fb for sharing and not being  paid!! Register here to make also money with your everyday posts!!  https://www.tsu.co/slema13 Wellcome to everyone! ;)•ÈÀ"
ham,How are there 2 billion views and theres only 2 million people in the  world!?!?!?!! MULTIPLE ACCOUNTS!!!1111•ÈÀ
ham,WAT DA FUCK THIS THE MOST VIEWED VIDEO IN YOUTUBE!•ÈÀ
ham,OMG 2/7 People watched this video because there are 7 billion people in the  world and 2 billion watched this•ÈÀ
ham,What is he saying?!?!?!?!?!?!?!?$? •ÈÀ
ham,this has so many views•ÈÀ
ham,OMG over 2 billion views!•ÈÀ
spam,Subscribe to me plz plz plz plz plz plZ •ÈÀ
spam,http://www.twitch.tv/tareko100 Follow him on twitch and enter the keyword  !5800 and you'll have a chance of winning a really nice and expensive gun  for csgo that you can sell on the steam market•ÈÀ
ham,"i am 2,126,492,636 viewer :D•ÈÀ"
spam,https://www.tsu.co/Aseris get money here !•ÈÀ
ham,Fantastic!•ÈÀ
ham,The population of world is more than 7 billion•ÈÀ
ham,2.126.521.750  views!!!!!!!!!!!!!!!!!•ÈÀ
ham,Wow 23 min ago•ÈÀ
ham,SUPER!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!•ÈÀ
ham,P E A C E  &amp;  L O V E  ! !•ÈÀ
ham,How can this music video get 2 billion views while im the only one watching  here on earth?????? lol•ÈÀ
spam,Please friend read my book and repass: http://www.4shared.com/web/preview/pdf/CjFofTxeba?•ÈÀ
spam,subscribe to me :) •ÈÀ
ham,Still the best. :D•ÈÀ
ham,The most liked video on YouTube...•ÈÀ
ham,Still watching this 2 years later? •ÈÀ
spam,"Hello! I'm kind of new to Youtube, And soon i'm soon going to be making  Launchpad Video's! :D I would really appreciate if i got some subs before i  started so that people can spot me easily! I dont really care about hate  comments so dont bother -_-•ÈÀ"
ham,"Lol...I dunno how this joke gets a lot of likes, but whatever. xD•ÈÀ"
ham,2 Billion Views For This Piece Of Shit... ~ A R E ~ Y O U ~ K I D D I N G ~ M E ~•ÈÀ
ham,GANGMAN STY- *D-D-D-D-D-D--DROP THE BASS!!*•ÈÀ
ham,Will this song ever reach 7 Billion Views?•ÈÀ
spam,"Im a RAPPER/SONGWRITER, check my video PLEASE..also subscribe for more  thanks :) tell me what you think.•ÈÀ"
ham,"Hello all 29.24% earth population of the world, hope your having a great  day :)•ÈÀ"
ham,"Is this the video that started the whole ""got my dick stuck in an elevator""  excuse thing? •ÈÀ"
spam,Can anyone sub to my channel? :D•ÈÀ
ham,prehistoric song..has been•ÈÀ
ham,You think you're smart?        Headbutt your face.•ÈÀ
ham,DISLIKE.. Now one knows REAL music - ex. Enimen •ÈÀ
ham,Loool nice song funny how no one understands (me) and we love it•ÈÀ
ham,Like if you came here too see how many views this song has.•ÈÀ
ham,We pray for you Little Psy ‰ªÁ•ÈÀ
ham,"''Little Psy, only 5 months left.. Tumor in the head :( WE WILL MISS U &lt;3•ÈÀ"
spam, Follow me on Instagram. _chris_cz  •ÈÀ
ham,how is this shit still relevant •ÈÀ
ham,LOL this shit never gets old•ÈÀ
ham,What Can i say....This Song He Just Change The World Completely... So good job PSY... (and your girls are awesome :))) )•ÈÀ
ham,On 0:02 u can see the camera man on his glasses....•ÈÀ
ham,this comment is wrong•ÈÀ
ham,i hate this music. fucking singer and every koean chainise ana US sucks me dick.•ÈÀ
ham,2:05. Hahahahah •ÈÀ
ham,Can we reach 3 billion views by December 2014? •ÈÀ
ham,"Dumb Guy: Why is there 2 billion views when there are 7 million people on  earth??? Also, I know what 1+1 equals! 1+1=1! I am a smartie pants•ÈÀ"
ham,"People Who Say That ""This Song Is Too Old Now, There's No Point Of  Listening To It"" Suck. Just Stfu And Enjoy The Music. So, Your Mom Is Old  Too But You Still Listen To Her Right?....•ÈÀ"
ham,The Funny Thing Is That this song was made in 2009 but it took 2 years to  get to america.•ÈÀ
ham,why I dont see any comments but mine?:/•ÈÀ
ham,this jap is such a piece of shit. he is such a worthless fish head. i dont  know how any one likes this dumb untanlted gook. this isnt even fucken  music. this is so fucking sad that this is even such thing. people are so  fucked up.•ÈÀ
ham,I remember when everyone was obsessed with Gangnam Style _Ù÷Ñ•ÈÀ
ham,Remove This video its wank•ÈÀ
spam,"It's so hard, sad :( iThat little child Actor HWANG MINOO dancing very  active child is suffering from brain tumor, only 6 month left for him .Hard  to believe .. Keep praying everyone for our future superstar.  #StrongLittlePsY #Fighting  SHARE EVERYONE PRAYING FOR HIM http://ygunited.com/2014/11/08/little-psy-from-the-has-brain-tumor-6-months-left-to-live/ •ÈÀ"
ham,"Why the fuck this keeps updated? Comments :""5 minutes ago"" Song: ""2 years and  4 months ago""•ÈÀ"
ham,MANY MEMORIES...........•ÈÀ
ham,why are they 5million comments when there is only 279.898 youtube Users.   5million fake account or PSY hacked youtube•ÈÀ
ham,"2,000,000,000 out of 7,000,000,000 people in the would saw this video just  in 2 years and yeat i only get 2 words out of the hole song•ÈÀ"
ham,"This video is so cool, again and again!•ÈÀ"
ham,I am now going to voyage to the first comment...      Tell my family I loved them. _Ù÷¢•ÈÀ
ham,"How did THIS Video in all of YouTube get this many views and likes? Why  Gangnam style? I don't have a problem with it, i just don't understand the  phenomena behind it, it's just like any other random music video out  there. •ÈÀ"
ham,With the korean girl more slut and bitch : Hyuna :'33•ÈÀ
spam,Hey guys! Check this out: Kollektivet - Don't be slappin' my penis!  I  think that they deserve much more credit than they receive.•ÈÀ
ham,Still a very fun music video to watch! •ÈÀ
ham,C'mon 3 billion views!!!!!!!!•ÈÀ
spam,"Hey everyone, I am a new channel and will post videos of book reviews and  music on the flute. Please subscribe if you would enjoy that. Thanks!•ÈÀ"
ham,"Hey I think I know what where dealing with here!!!! I have some theories of  how this could've gotten 2billion hits!! 1. This was mabey made in korea and its realy popular there so they were  stuck watching this over and over again. 2. Over 2billion people have access to the Internet, including youtube, and  the numbers are rising, by 2017 half of the populatoin will be connected. 3. Hackers In Korea may have loved it so much they rised it to 2billion  hits to make it more popular.  4. The song was featured in a just dance game, on multiple mp3s, and been  seen on concerts and even on new years eve event in 2012, so just by seeing  those you mabey adding more hits to this video. 5. You are complaining to much on how the heck this has 2b hits.•ÈÀ"
spam,subscribe my chanel•ÈÀ
ham,"THIS HAS MORE VIEWS THAN QUEEN AND MICHAEL JACKSON, 2 BILLION views omg•ÈÀ"
ham,LoL•ÈÀ
ham,If you pause at 1:39 at the last millisecond you can see that that chick is  about to laugh. Takes a few tries.•ÈÀ
ham,"9 year olds be like, 'How does this have 2 billion views when there are  only 3 people in the world'•ÈÀ"
ham,PSY is a good guy•ÈÀ
ham,WHY DOES THIS HAVE 2 BILLION VIEWS THIS SONG IS SO ANNOYING•ÈÀ
spam,https://www.facebook.com/pages/Mathster-WP/1495323920744243?ref=hl•ÈÀ
ham,1 millioon dislikesssssssssssssssssssssssssssssssss.............•ÈÀ
ham,The little PSY is suffering Brain Tumor and only has 6 more months to live.  Please pray to him and the best lucks.•ÈÀ
ham,For all of the little kidz out there there is Like 7 to 8 Billon people on  earth NOT 7 to 8 MILLON.Get you facts straight before posting comments.•ÈÀ
ham,How stupid humanity is•ÈÀ
spam,Come and watch my video it is called the odowd crowd zombie movie part 1 •ÈÀ
ham,You know a song sucks dick when you need to use google translate to know  what the fuck its saying!•ÈÀ
ham,"We get it, you came here for the views... •ÈÀ"
ham,Wow this video is the most viewed youtube video.. second that comes Justin  bieber- baby SMH WHAT HAS THE WORLD COME TO•ÈÀ
spam,"Hey, join me on tsÅÇ, a publishing platform where I share my content now:  http://tsu.co/MarkusMairhofer•ÈÀ"
ham,"This song is great there are 2,127,315,950 views wow•ÈÀ"
ham,I'm watching this in 2014•ÈÀ
ham,Most viewed video on youtube...daaaaaaaaaaannng those views can almost  dominate the entire...china...•ÈÀ
ham,"how does this video have 2,127,322,484 views if there are only 7 million  people on earth?•ÈÀ"
ham,What my gangnam style•ÈÀ
ham,Lol this youtuber (officialpsy) is getting so much money lol•ÈÀ
ham,1 million dislikes!EPIC FAIL(ready for you fanboys)•ÈÀ
ham,"If I knew Korean, this would be even funnier. At least a bit at the end was  in English, but was spoken quite rapidly.•ÈÀ"
ham,"Enough with the whole ""how does this have two billion views if there's only  7 million on the planet"" we get it. You're joking. It's not funny anymore.•ÈÀ"
spam,"If I get 100 subscribers, I will summon Freddy Mercury's ghost to whipe  from the face of earth One Direction and Miley Cirus.•ÈÀ"
spam,if i reach 100 subscribers i will go round in public pouring a bucket of  ice water over people and then running away acting like it wasn't me! like  so people can see!!•ÈÀ
ham,YOUTUBE MONEY !!!!!!!!!!!!!!!!!!!!!!!•ÈÀ
ham,2 billion for this shit?•ÈÀ
ham,"2 billion views, only 2 million shares•ÈÀ"
spam,Hi guys my name is Dylan and I do IRL football videos I have 1030  subscribers and I think you guys would like my content so come check it out  and if you do subscribe!•ÈÀ
spam,If I get 300 subscribers by tomorrow I'll do a epic Hunger Games Video! •ÈÀ
spam,follower please https://www.facebook.com/lists/161620527267482•ÈÀ
ham,2 billion views wow not even baby by justin beibs has that much he doesn't  deserve a capitalized name•ÈÀ
spam,If i reach 100 subscribers i will tazz my self and my friend•ÈÀ
spam,Please help me go to college guys! Thanks from the bottom of my heart.  https://www.indiegogo.com/projects/i-want-to-go-to-college--19/x/9082175•ÈÀ
